,video_id,sequence,video_frame,sequence_frame,image_id,annotations,clamped_annotations,sub_sequence_id,n_annotations,empty_sub_sequence,is_train
12417,1,60754,8852,436,1-8852,"[{'x': 532, 'y': 429, 'width': 68, 'height': 67}, {'x': 731, 'y': 478, 'width': 54, 'height': 53}, {'x': 685, 'y': 179, 'width': 30, 'height': 28}]","[{'x': 532, 'y': 429, 'width': 68, 'height': 67}, {'x': 731, 'y': 478, 'width': 54, 'height': 53}, {'x': 685, 'y': 179, 'width': 30, 'height': 28}]",60754008,3,False,True
12418,1,60754,8853,437,1-8853,"[{'x': 540, 'y': 453, 'width': 68, 'height': 65}, {'x': 742, 'y': 500, 'width': 52, 'height': 55}, {'x': 689, 'y': 196, 'width': 31, 'height': 29}]","[{'x': 540, 'y': 453, 'width': 68, 'height': 65}, {'x': 742, 'y': 500, 'width': 52, 'height': 55}, {'x': 689, 'y': 196, 'width': 31, 'height': 29}]",60754008,3,False,True
12419,1,60754,8854,438,1-8854,"[{'x': 544, 'y': 469, 'width': 70, 'height': 73}, {'x': 752, 'y': 522, 'width': 50, 'height': 57}, {'x': 692, 'y': 213, 'width': 31, 'height': 30}]","[{'x': 544, 'y': 469, 'width': 70, 'height': 73}, {'x': 752, 'y': 522, 'width': 50, 'height': 57}, {'x': 692, 'y': 213, 'width': 31, 'height': 30}]",60754008,3,False,True
12420,1,60754,8855,439,1-8855,"[{'x': 550, 'y': 502, 'width': 64, 'height': 64}, {'x': 758, 'y': 546, 'width': 52, 'height': 57}, {'x': 696, 'y': 230, 'width': 31, 'height': 30}]","[{'x': 550, 'y': 502, 'width': 64, 'height': 64}, {'x': 758, 'y': 546, 'width': 52, 'height': 57}, {'x': 696, 'y': 230, 'width': 31, 'height': 30}]",60754008,3,False,True
12421,1,60754,8856,440,1-8856,"[{'x': 552, 'y': 528, 'width': 67, 'height': 62}, {'x': 763, 'y': 571, 'width': 54, 'height': 57}, {'x': 700, 'y': 247, 'width': 31, 'height': 31}]","[{'x': 552, 'y': 528, 'width': 67, 'height': 62}, {'x': 763, 'y': 571, 'width': 54, 'height': 57}, {'x': 700, 'y': 247, 'width': 31, 'height': 31}]",60754008,3,False,True
12422,1,60754,8857,441,1-8857,"[{'x': 554, 'y': 545, 'width': 77, 'height': 72}, {'x': 768, 'y': 595, 'width': 56, 'height': 57}, {'x': 703, 'y': 264, 'width': 32, 'height': 32}]","[{'x': 554, 'y': 545, 'width': 77, 'height': 72}, {'x': 768, 'y': 595, 'width': 56, 'height': 57}, {'x': 703, 'y': 264, 'width': 32, 'height': 32}]",60754008,3,False,True
12423,1,60754,8858,442,1-8858,"[{'x': 552, 'y': 574, 'width': 69, 'height': 63}, {'x': 769, 'y': 615, 'width': 56, 'height': 57}, {'x': 702, 'y': 275, 'width': 32, 'height': 32}, {'x': 814, 'y': 6, 'width': 25, 'height': 24}]","[{'x': 552, 'y': 574, 'width': 69, 'height': 63}, {'x': 769, 'y': 615, 'width': 56, 'height': 57}, {'x': 702, 'y': 275, 'width': 32, 'height': 32}, {'x': 814, 'y': 6, 'width': 25, 'height': 24}]",60754008,4,False,True
12424,1,60754,8859,443,1-8859,"[{'x': 548, 'y': 587, 'width': 79, 'height': 78}, {'x': 769, 'y': 635, 'width': 56, 'height': 57}, {'x': 700, 'y': 285, 'width': 32, 'height': 32}, {'x': 810, 'y': 12, 'width': 25, 'height': 24}]","[{'x': 548, 'y': 587, 'width': 79, 'height': 78}, {'x': 769, 'y': 635, 'width': 56, 'height': 57}, {'x': 700, 'y': 285, 'width': 32, 'height': 32}, {'x': 810, 'y': 12, 'width': 25, 'height': 24}]",60754008,4,False,True
12425,1,60754,8860,444,1-8860,"[{'x': 544, 'y': 609, 'width': 80, 'height': 72}, {'x': 770, 'y': 654, 'width': 56, 'height': 57}, {'x': 699, 'y': 295, 'width': 32, 'height': 32}, {'x': 808, 'y': 15, 'width': 24, 'height': 23}]","[{'x': 544, 'y': 609, 'width': 80, 'height': 72}, {'x': 770, 'y': 654, 'width': 56, 'height': 57}, {'x': 699, 'y': 295, 'width': 32, 'height': 32}, {'x': 808, 'y': 15, 'width': 24, 'height': 23}]",60754008,4,False,True
12426,1,60754,8861,445,1-8861,"[{'x': 537, 'y': 621, 'width': 86, 'height': 80}, {'x': 769, 'y': 667, 'width': 56, 'height': 52}, {'x': 697, 'y': 305, 'width': 32, 'height': 32}, {'x': 806, 'y': 17, 'width': 24, 'height': 23}]","[{'x': 537, 'y': 621, 'width': 86, 'height': 80}, {'x': 769, 'y': 667, 'width': 56, 'height': 52}, {'x': 697, 'y': 305, 'width': 32, 'height': 32}, {'x': 806, 'y': 17, 'width': 24, 'height': 23}]",60754008,4,False,True
12427,1,60754,8862,446,1-8862,"[{'x': 534, 'y': 632, 'width': 83, 'height': 80}, {'x': 759, 'y': 678, 'width': 72, 'height': 40}, {'x': 696, 'y': 316, 'width': 32, 'height': 32}, {'x': 802, 'y': 14, 'width': 31, 'height': 28}]","[{'x': 534, 'y': 632, 'width': 83, 'height': 80}, {'x': 759, 'y': 678, 'width': 72, 'height': 40}, {'x': 696, 'y': 316, 'width': 32, 'height': 32}, {'x': 802, 'y': 14, 'width': 31, 'height': 28}]",60754008,4,False,True
12428,1,60754,8863,447,1-8863,"[{'x': 530, 'y': 646, 'width': 88, 'height': 74}, {'x': 756, 'y': 690, 'width': 72, 'height': 29}, {'x': 692, 'y': 321, 'width': 32, 'height': 32}, {'x': 800, 'y': 15, 'width': 28, 'height': 27}]","[{'x': 530, 'y': 646, 'width': 88, 'height': 74}, {'x': 756, 'y': 690, 'width': 72, 'height': 29}, {'x': 692, 'y': 321, 'width': 32, 'height': 32}, {'x': 800, 'y': 15, 'width': 28, 'height': 27}]",60754008,4,False,True
12429,1,60754,8864,448,1-8864,"[{'x': 526, 'y': 659, 'width': 82, 'height': 64}, {'x': 688, 'y': 327, 'width': 32, 'height': 32}, {'x': 801, 'y': 20, 'width': 29, 'height': 28}]","[{'x': 526, 'y': 659, 'width': 82, 'height': 61}, {'x': 688, 'y': 327, 'width': 32, 'height': 32}, {'x': 801, 'y': 20, 'width': 29, 'height': 28}]",60754008,3,False,True
12430,1,60754,8865,449,1-8865,"[{'x': 526, 'y': 675, 'width': 81, 'height': 64}, {'x': 687, 'y': 339, 'width': 32, 'height': 32}, {'x': 802, 'y': 25, 'width': 30, 'height': 29}]","[{'x': 526, 'y': 675, 'width': 81, 'height': 45}, {'x': 687, 'y': 339, 'width': 32, 'height': 32}, {'x': 802, 'y': 25, 'width': 30, 'height': 29}]",60754008,3,False,True
12431,1,60754,8866,450,1-8866,"[{'x': 526, 'y': 681, 'width': 81, 'height': 38}, {'x': 687, 'y': 350, 'width': 32, 'height': 32}, {'x': 803, 'y': 30, 'width': 31, 'height': 30}]","[{'x': 526, 'y': 681, 'width': 81, 'height': 38}, {'x': 687, 'y': 350, 'width': 32, 'height': 32}, {'x': 803, 'y': 30, 'width': 31, 'height': 30}]",60754009,3,False,True
12432,1,60754,8867,451,1-8867,"[{'x': 686, 'y': 361, 'width': 32, 'height': 32}, {'x': 804, 'y': 35, 'width': 32, 'height': 31}]","[{'x': 686, 'y': 361, 'width': 32, 'height': 32}, {'x': 804, 'y': 35, 'width': 32, 'height': 31}]",60754009,2,False,True
12433,1,60754,8868,452,1-8868,"[{'x': 686, 'y': 374, 'width': 33, 'height': 34}, {'x': 805, 'y': 40, 'width': 32, 'height': 32}]","[{'x': 686, 'y': 374, 'width': 33, 'height': 34}, {'x': 805, 'y': 40, 'width': 32, 'height': 32}]",60754009,2,False,True
12434,1,60754,8869,453,1-8869,"[{'x': 686, 'y': 387, 'width': 35, 'height': 37}, {'x': 806, 'y': 45, 'width': 33, 'height': 33}]","[{'x': 686, 'y': 387, 'width': 35, 'height': 37}, {'x': 806, 'y': 45, 'width': 33, 'height': 33}]",60754009,2,False,True
12435,1,60754,8870,454,1-8870,"[{'x': 686, 'y': 401, 'width': 37, 'height': 40}, {'x': 807, 'y': 50, 'width': 34, 'height': 33}]","[{'x': 686, 'y': 401, 'width': 37, 'height': 40}, {'x': 807, 'y': 50, 'width': 34, 'height': 33}]",60754009,2,False,True
12436,1,60754,8871,455,1-8871,"[{'x': 686, 'y': 414, 'width': 38, 'height': 42}, {'x': 808, 'y': 55, 'width': 35, 'height': 34}]","[{'x': 686, 'y': 414, 'width': 38, 'height': 42}, {'x': 808, 'y': 55, 'width': 35, 'height': 34}]",60754009,2,False,True
12437,1,60754,8872,456,1-8872,"[{'x': 687, 'y': 429, 'width': 38, 'height': 42}, {'x': 809, 'y': 60, 'width': 35, 'height': 35}]","[{'x': 687, 'y': 429, 'width': 38, 'height': 42}, {'x': 809, 'y': 60, 'width': 35, 'height': 35}]",60754009,2,False,True
12438,1,60754,8873,457,1-8873,"[{'x': 688, 'y': 444, 'width': 38, 'height': 42}, {'x': 810, 'y': 65, 'width': 36, 'height': 36}]","[{'x': 688, 'y': 444, 'width': 38, 'height': 42}, {'x': 810, 'y': 65, 'width': 36, 'height': 36}]",60754009,2,False,True
12439,1,60754,8874,458,1-8874,"[{'x': 689, 'y': 460, 'width': 38, 'height': 42}, {'x': 810, 'y': 70, 'width': 37, 'height': 37}]","[{'x': 689, 'y': 460, 'width': 38, 'height': 42}, {'x': 810, 'y': 70, 'width': 37, 'height': 37}]",60754009,2,False,True
12440,1,60754,8875,459,1-8875,"[{'x': 691, 'y': 475, 'width': 38, 'height': 42}, {'x': 811, 'y': 78, 'width': 37, 'height': 37}]","[{'x': 691, 'y': 475, 'width': 38, 'height': 42}, {'x': 811, 'y': 78, 'width': 37, 'height': 37}]",60754009,2,False,True
12441,1,60754,8876,460,1-8876,"[{'x': 686, 'y': 491, 'width': 40, 'height': 44}, {'x': 811, 'y': 86, 'width': 37, 'height': 37}]","[{'x': 686, 'y': 491, 'width': 40, 'height': 44}, {'x': 811, 'y': 86, 'width': 37, 'height': 37}]",60754009,2,False,True
12442,1,60754,8877,461,1-8877,"[{'x': 682, 'y': 506, 'width': 41, 'height': 45}, {'x': 811, 'y': 94, 'width': 37, 'height': 37}]","[{'x': 682, 'y': 506, 'width': 41, 'height': 45}, {'x': 811, 'y': 94, 'width': 37, 'height': 37}]",60754009,2,False,True
12443,1,60754,8878,462,1-8878,"[{'x': 677, 'y': 526, 'width': 42, 'height': 46}, {'x': 808, 'y': 105, 'width': 37, 'height': 37}]","[{'x': 677, 'y': 526, 'width': 42, 'height': 46}, {'x': 808, 'y': 105, 'width': 37, 'height': 37}]",60754009,2,False,True
12444,1,60754,8879,463,1-8879,"[{'x': 673, 'y': 545, 'width': 44, 'height': 48}, {'x': 805, 'y': 116, 'width': 37, 'height': 37}, {'x': 431, 'y': 349, 'width': 30, 'height': 24}]","[{'x': 673, 'y': 545, 'width': 44, 'height': 48}, {'x': 805, 'y': 116, 'width': 37, 'height': 37}, {'x': 431, 'y': 349, 'width': 30, 'height': 24}]",60754009,3,False,True
12445,1,60754,8880,464,1-8880,"[{'x': 668, 'y': 565, 'width': 45, 'height': 49}, {'x': 802, 'y': 127, 'width': 37, 'height': 37}, {'x': 423, 'y': 360, 'width': 30, 'height': 24}]","[{'x': 668, 'y': 565, 'width': 45, 'height': 49}, {'x': 802, 'y': 127, 'width': 37, 'height': 37}, {'x': 423, 'y': 360, 'width': 30, 'height': 24}]",60754009,3,False,True
12446,1,60754,8881,465,1-8881,"[{'x': 662, 'y': 584, 'width': 45, 'height': 49}, {'x': 800, 'y': 138, 'width': 37, 'height': 37}, {'x': 416, 'y': 368, 'width': 30, 'height': 24}]","[{'x': 662, 'y': 584, 'width': 45, 'height': 49}, {'x': 800, 'y': 138, 'width': 37, 'height': 37}, {'x': 416, 'y': 368, 'width': 30, 'height': 24}]",60754009,3,False,True
12447,1,60754,8882,466,1-8882,"[{'x': 655, 'y': 603, 'width': 45, 'height': 49}, {'x': 797, 'y': 149, 'width': 37, 'height': 37}, {'x': 410, 'y': 376, 'width': 30, 'height': 24}]","[{'x': 655, 'y': 603, 'width': 45, 'height': 49}, {'x': 797, 'y': 149, 'width': 37, 'height': 37}, {'x': 410, 'y': 376, 'width': 30, 'height': 24}]",60754009,3,False,True
12448,1,60754,8883,467,1-8883,"[{'x': 648, 'y': 623, 'width': 45, 'height': 49}, {'x': 794, 'y': 160, 'width': 37, 'height': 37}, {'x': 404, 'y': 384, 'width': 30, 'height': 24}]","[{'x': 648, 'y': 623, 'width': 45, 'height': 49}, {'x': 794, 'y': 160, 'width': 37, 'height': 37}, {'x': 404, 'y': 384, 'width': 30, 'height': 24}]",60754009,3,False,True
12449,1,60754,8884,468,1-8884,"[{'x': 646, 'y': 640, 'width': 45, 'height': 49}, {'x': 796, 'y': 166, 'width': 37, 'height': 37}, {'x': 401, 'y': 390, 'width': 30, 'height': 24}]","[{'x': 646, 'y': 640, 'width': 45, 'height': 49}, {'x': 796, 'y': 166, 'width': 37, 'height': 37}, {'x': 401, 'y': 390, 'width': 30, 'height': 24}]",60754009,3,False,True
12450,1,60754,8885,469,1-8885,"[{'x': 643, 'y': 658, 'width': 45, 'height': 49}, {'x': 799, 'y': 172, 'width': 38, 'height': 37}, {'x': 399, 'y': 396, 'width': 30, 'height': 24}]","[{'x': 643, 'y': 658, 'width': 45, 'height': 49}, {'x': 799, 'y': 172, 'width': 38, 'height': 37}, {'x': 399, 'y': 396, 'width': 30, 'height': 24}]",60754009,3,False,True
12451,1,60754,8886,470,1-8886,"[{'x': 642, 'y': 671, 'width': 45, 'height': 48}, {'x': 801, 'y': 178, 'width': 38, 'height': 37}, {'x': 398, 'y': 401, 'width': 30, 'height': 26}]","[{'x': 642, 'y': 671, 'width': 45, 'height': 48}, {'x': 801, 'y': 178, 'width': 38, 'height': 37}, {'x': 398, 'y': 401, 'width': 30, 'height': 26}]",60754009,3,False,True
12452,1,60754,8887,471,1-8887,"[{'x': 648, 'y': 687, 'width': 45, 'height': 32}, {'x': 804, 'y': 184, 'width': 38, 'height': 37}, {'x': 398, 'y': 407, 'width': 30, 'height': 27}]","[{'x': 648, 'y': 687, 'width': 45, 'height': 32}, {'x': 804, 'y': 184, 'width': 38, 'height': 37}, {'x': 398, 'y': 407, 'width': 30, 'height': 27}]",60754009,3,False,True
12453,1,60754,8888,472,1-8888,"[{'x': 811, 'y': 195, 'width': 39, 'height': 37}, {'x': 404, 'y': 417, 'width': 30, 'height': 27}]","[{'x': 811, 'y': 195, 'width': 39, 'height': 37}, {'x': 404, 'y': 417, 'width': 30, 'height': 27}]",60754009,2,False,True
12454,1,60754,8889,473,1-8889,"[{'x': 818, 'y': 206, 'width': 39, 'height': 37}, {'x': 411, 'y': 426, 'width': 30, 'height': 27}]","[{'x': 818, 'y': 206, 'width': 39, 'height': 37}, {'x': 411, 'y': 426, 'width': 30, 'height': 27}]",60754009,2,False,True
12455,1,60754,8890,474,1-8890,"[{'x': 826, 'y': 216, 'width': 40, 'height': 37}, {'x': 417, 'y': 439, 'width': 30, 'height': 27}]","[{'x': 826, 'y': 216, 'width': 40, 'height': 37}, {'x': 417, 'y': 439, 'width': 30, 'height': 27}]",60754009,2,False,True
12456,1,60754,8891,475,1-8891,"[{'x': 833, 'y': 227, 'width': 40, 'height': 36}, {'x': 423, 'y': 452, 'width': 30, 'height': 27}]","[{'x': 833, 'y': 227, 'width': 40, 'height': 36}, {'x': 423, 'y': 452, 'width': 30, 'height': 27}]",60754009,2,False,True
12457,1,60754,8892,476,1-8892,"[{'x': 841, 'y': 238, 'width': 40, 'height': 36}, {'x': 427, 'y': 466, 'width': 30, 'height': 29}]","[{'x': 841, 'y': 238, 'width': 40, 'height': 36}, {'x': 427, 'y': 466, 'width': 30, 'height': 29}]",60754009,2,False,True
12458,1,60754,8893,477,1-8893,"[{'x': 847, 'y': 253, 'width': 40, 'height': 36}, {'x': 431, 'y': 481, 'width': 31, 'height': 31}]","[{'x': 847, 'y': 253, 'width': 40, 'height': 36}, {'x': 431, 'y': 481, 'width': 31, 'height': 31}]",60754009,2,False,True
12459,1,60754,8894,478,1-8894,"[{'x': 853, 'y': 269, 'width': 40, 'height': 36}, {'x': 431, 'y': 499, 'width': 31, 'height': 31}]","[{'x': 853, 'y': 269, 'width': 40, 'height': 36}, {'x': 431, 'y': 499, 'width': 31, 'height': 31}]",60754009,2,False,True
12460,1,60754,8895,479,1-8895,"[{'x': 852, 'y': 283, 'width': 40, 'height': 36}, {'x': 431, 'y': 516, 'width': 31, 'height': 31}]","[{'x': 852, 'y': 283, 'width': 40, 'height': 36}, {'x': 431, 'y': 516, 'width': 31, 'height': 31}]",60754009,2,False,True
12461,1,60754,8896,480,1-8896,"[{'x': 851, 'y': 298, 'width': 40, 'height': 36}, {'x': 428, 'y': 531, 'width': 31, 'height': 34}]","[{'x': 851, 'y': 298, 'width': 40, 'height': 36}, {'x': 428, 'y': 531, 'width': 31, 'height': 34}]",60754009,2,False,True
12462,1,60754,8897,481,1-8897,"[{'x': 850, 'y': 312, 'width': 40, 'height': 36}, {'x': 426, 'y': 545, 'width': 31, 'height': 37}]","[{'x': 850, 'y': 312, 'width': 40, 'height': 36}, {'x': 426, 'y': 545, 'width': 31, 'height': 37}]",60754009,2,False,True
12463,1,60754,8898,482,1-8898,"[{'x': 849, 'y': 327, 'width': 40, 'height': 36}, {'x': 416, 'y': 557, 'width': 31, 'height': 37}]","[{'x': 849, 'y': 327, 'width': 40, 'height': 36}, {'x': 416, 'y': 557, 'width': 31, 'height': 37}]",60754009,2,False,True
12464,1,60754,8899,483,1-8899,"[{'x': 843, 'y': 334, 'width': 40, 'height': 38}, {'x': 405, 'y': 568, 'width': 31, 'height': 37}]","[{'x': 843, 'y': 334, 'width': 40, 'height': 38}, {'x': 405, 'y': 568, 'width': 31, 'height': 37}]",60754009,2,False,True
12465,1,60754,8900,484,1-8900,"[{'x': 836, 'y': 341, 'width': 40, 'height': 39}, {'x': 396, 'y': 574, 'width': 31, 'height': 37}]","[{'x': 836, 'y': 341, 'width': 40, 'height': 39}, {'x': 396, 'y': 574, 'width': 31, 'height': 37}]",60754009,2,False,True
12466,1,60754,8901,485,1-8901,"[{'x': 830, 'y': 348, 'width': 40, 'height': 40}, {'x': 387, 'y': 580, 'width': 31, 'height': 37}]","[{'x': 830, 'y': 348, 'width': 40, 'height': 40}, {'x': 387, 'y': 580, 'width': 31, 'height': 37}]",60754009,2,False,True
12467,1,60754,8902,486,1-8902,"[{'x': 823, 'y': 355, 'width': 40, 'height': 42}, {'x': 381, 'y': 581, 'width': 31, 'height': 37}]","[{'x': 823, 'y': 355, 'width': 40, 'height': 42}, {'x': 381, 'y': 581, 'width': 31, 'height': 37}]",60754009,2,False,True
12468,1,60754,8903,487,1-8903,"[{'x': 825, 'y': 355, 'width': 40, 'height': 42}, {'x': 375, 'y': 581, 'width': 31, 'height': 37}]","[{'x': 825, 'y': 355, 'width': 40, 'height': 42}, {'x': 375, 'y': 581, 'width': 31, 'height': 37}]",60754009,2,False,True
12469,1,60754,8904,488,1-8904,"[{'x': 827, 'y': 356, 'width': 40, 'height': 42}, {'x': 374, 'y': 581, 'width': 31, 'height': 37}]","[{'x': 827, 'y': 356, 'width': 40, 'height': 42}, {'x': 374, 'y': 581, 'width': 31, 'height': 37}]",60754009,2,False,True
12470,1,60754,8905,489,1-8905,"[{'x': 829, 'y': 357, 'width': 40, 'height': 42}, {'x': 374, 'y': 582, 'width': 31, 'height': 37}]","[{'x': 829, 'y': 357, 'width': 40, 'height': 42}, {'x': 374, 'y': 582, 'width': 31, 'height': 37}]",60754009,2,False,True
12471,1,60754,8906,490,1-8906,"[{'x': 831, 'y': 358, 'width': 40, 'height': 42}, {'x': 377, 'y': 585, 'width': 31, 'height': 37}]","[{'x': 831, 'y': 358, 'width': 40, 'height': 42}, {'x': 377, 'y': 585, 'width': 31, 'height': 37}]",60754009,2,False,True
12472,1,60754,8907,491,1-8907,"[{'x': 833, 'y': 359, 'width': 40, 'height': 42}, {'x': 379, 'y': 589, 'width': 31, 'height': 37}]","[{'x': 833, 'y': 359, 'width': 40, 'height': 42}, {'x': 379, 'y': 589, 'width': 31, 'height': 37}]",60754009,2,False,True
12473,1,60754,8908,492,1-8908,"[{'x': 837, 'y': 364, 'width': 41, 'height': 43}, {'x': 382, 'y': 592, 'width': 31, 'height': 37}]","[{'x': 837, 'y': 364, 'width': 41, 'height': 43}, {'x': 382, 'y': 592, 'width': 31, 'height': 37}]",60754009,2,False,True
12474,1,60754,8909,493,1-8909,"[{'x': 841, 'y': 370, 'width': 42, 'height': 44}, {'x': 385, 'y': 597, 'width': 31, 'height': 37}]","[{'x': 841, 'y': 370, 'width': 42, 'height': 44}, {'x': 385, 'y': 597, 'width': 31, 'height': 37}]",60754009,2,False,True
12475,1,60754,8910,494,1-8910,"[{'x': 846, 'y': 375, 'width': 43, 'height': 46}, {'x': 389, 'y': 601, 'width': 31, 'height': 37}]","[{'x': 846, 'y': 375, 'width': 43, 'height': 46}, {'x': 389, 'y': 601, 'width': 31, 'height': 37}]",60754009,2,False,True
12476,1,60754,8911,495,1-8911,"[{'x': 850, 'y': 380, 'width': 44, 'height': 47}, {'x': 392, 'y': 606, 'width': 31, 'height': 37}]","[{'x': 850, 'y': 380, 'width': 44, 'height': 47}, {'x': 392, 'y': 606, 'width': 31, 'height': 37}]",60754009,2,False,True
12477,1,60754,8912,496,1-8912,"[{'x': 854, 'y': 386, 'width': 45, 'height': 48}, {'x': 392, 'y': 614, 'width': 29, 'height': 38}]","[{'x': 854, 'y': 386, 'width': 45, 'height': 48}, {'x': 392, 'y': 614, 'width': 29, 'height': 38}]",60754009,2,False,True
12478,1,60754,8913,497,1-8913,"[{'x': 855, 'y': 395, 'width': 45, 'height': 48}, {'x': 392, 'y': 621, 'width': 27, 'height': 38}]","[{'x': 855, 'y': 395, 'width': 45, 'height': 48}, {'x': 392, 'y': 621, 'width': 27, 'height': 38}]",60754009,2,False,True
12479,1,60754,8914,498,1-8914,"[{'x': 856, 'y': 404, 'width': 45, 'height': 48}, {'x': 392, 'y': 629, 'width': 25, 'height': 39}]","[{'x': 856, 'y': 404, 'width': 45, 'height': 48}, {'x': 392, 'y': 629, 'width': 25, 'height': 39}]",60754009,2,False,True
12480,1,60754,8915,499,1-8915,"[{'x': 857, 'y': 413, 'width': 45, 'height': 48}, {'x': 387, 'y': 634, 'width': 26, 'height': 41}]","[{'x': 857, 'y': 413, 'width': 45, 'height': 48}, {'x': 387, 'y': 634, 'width': 26, 'height': 41}]",60754009,2,False,True
12481,1,60754,8916,500,1-8916,"[{'x': 858, 'y': 422, 'width': 45, 'height': 48}, {'x': 386, 'y': 646, 'width': 27, 'height': 40}]","[{'x': 858, 'y': 422, 'width': 45, 'height': 48}, {'x': 386, 'y': 646, 'width': 27, 'height': 40}]",60754010,2,False,True
12482,1,60754,8917,501,1-8917,"[{'x': 859, 'y': 432, 'width': 45, 'height': 48}, {'x': 385, 'y': 659, 'width': 28, 'height': 39}]","[{'x': 859, 'y': 432, 'width': 45, 'height': 48}, {'x': 385, 'y': 659, 'width': 28, 'height': 39}]",60754010,2,False,True
12483,1,60754,8918,502,1-8918,"[{'x': 867, 'y': 452, 'width': 46, 'height': 50}, {'x': 384, 'y': 671, 'width': 28, 'height': 38}]","[{'x': 867, 'y': 452, 'width': 46, 'height': 50}, {'x': 384, 'y': 671, 'width': 28, 'height': 38}]",60754010,2,False,True
12484,1,60754,8919,503,1-8919,"[{'x': 874, 'y': 471, 'width': 48, 'height': 51}, {'x': 388, 'y': 688, 'width': 27, 'height': 32}]","[{'x': 874, 'y': 471, 'width': 48, 'height': 51}, {'x': 388, 'y': 688, 'width': 27, 'height': 32}]",60754010,2,False,True
12485,1,60754,8920,504,1-8920,"[{'x': 882, 'y': 491, 'width': 49, 'height': 53}]","[{'x': 882, 'y': 491, 'width': 49, 'height': 53}]",60754010,1,False,True
12486,1,60754,8921,505,1-8921,"[{'x': 889, 'y': 511, 'width': 51, 'height': 55}]","[{'x': 889, 'y': 511, 'width': 51, 'height': 55}]",60754010,1,False,True
12487,1,60754,8922,506,1-8922,"[{'x': 897, 'y': 531, 'width': 52, 'height': 56}]","[{'x': 897, 'y': 531, 'width': 52, 'height': 56}]",60754010,1,False,True
12488,1,60754,8923,507,1-8923,"[{'x': 902, 'y': 553, 'width': 52, 'height': 56}]","[{'x': 902, 'y': 553, 'width': 52, 'height': 56}]",60754010,1,False,True
12489,1,60754,8924,508,1-8924,"[{'x': 906, 'y': 574, 'width': 52, 'height': 56}]","[{'x': 906, 'y': 574, 'width': 52, 'height': 56}]",60754010,1,False,True
12490,1,60754,8925,509,1-8925,"[{'x': 911, 'y': 596, 'width': 52, 'height': 56}]","[{'x': 911, 'y': 596, 'width': 52, 'height': 56}]",60754010,1,False,True
12491,1,60754,8926,510,1-8926,"[{'x': 916, 'y': 617, 'width': 52, 'height': 56}]","[{'x': 916, 'y': 617, 'width': 52, 'height': 56}]",60754010,1,False,True
12492,1,60754,8927,511,1-8927,"[{'x': 916, 'y': 628, 'width': 52, 'height': 56}]","[{'x': 916, 'y': 628, 'width': 52, 'height': 56}]",60754010,1,False,True
12493,1,60754,8928,512,1-8928,"[{'x': 916, 'y': 638, 'width': 52, 'height': 56}]","[{'x': 916, 'y': 638, 'width': 52, 'height': 56}]",60754010,1,False,True
12494,1,60754,8929,513,1-8929,"[{'x': 911, 'y': 646, 'width': 52, 'height': 56}]","[{'x': 911, 'y': 646, 'width': 52, 'height': 56}]",60754010,1,False,True
12495,1,60754,8930,514,1-8930,"[{'x': 905, 'y': 655, 'width': 52, 'height': 56}]","[{'x': 905, 'y': 655, 'width': 52, 'height': 56}]",60754010,1,False,True
12496,1,60754,8931,515,1-8931,"[{'x': 896, 'y': 660, 'width': 52, 'height': 55}]","[{'x': 896, 'y': 660, 'width': 52, 'height': 55}]",60754010,1,False,True
12497,1,60754,8932,516,1-8932,"[{'x': 886, 'y': 665, 'width': 52, 'height': 54}]","[{'x': 886, 'y': 665, 'width': 52, 'height': 54}]",60754010,1,False,True
12498,1,60754,8933,517,1-8933,"[{'x': 875, 'y': 672, 'width': 52, 'height': 47}]","[{'x': 875, 'y': 672, 'width': 52, 'height': 47}]",60754010,1,False,True
12499,1,60754,8934,518,1-8934,"[{'x': 868, 'y': 673, 'width': 52, 'height': 46}]","[{'x': 868, 'y': 673, 'width': 52, 'height': 46}]",60754010,1,False,True
12500,1,60754,8935,519,1-8935,"[{'x': 861, 'y': 675, 'width': 52, 'height': 44}]","[{'x': 861, 'y': 675, 'width': 52, 'height': 44}]",60754010,1,False,True
12501,1,60754,8936,520,1-8936,"[{'x': 856, 'y': 679, 'width': 52, 'height': 40}]","[{'x': 856, 'y': 679, 'width': 52, 'height': 40}]",60754010,1,False,True
12502,1,60754,8937,521,1-8937,"[{'x': 852, 'y': 683, 'width': 52, 'height': 36}]","[{'x': 852, 'y': 683, 'width': 52, 'height': 36}]",60754010,1,False,True
12503,1,60754,8938,522,1-8938,"[{'x': 850, 'y': 686, 'width': 52, 'height': 33}]","[{'x': 850, 'y': 686, 'width': 52, 'height': 33}]",60754010,1,False,True
12504,1,60754,8939,523,1-8939,"[{'x': 848, 'y': 689, 'width': 52, 'height': 30}]","[{'x': 848, 'y': 689, 'width': 52, 'height': 30}]",60754010,1,False,True
12505,1,60754,8940,524,1-8940,"[{'x': 845, 'y': 691, 'width': 52, 'height': 28}]","[{'x': 845, 'y': 691, 'width': 52, 'height': 28}]",60754010,1,False,True
12506,1,60754,8941,525,1-8941,"[{'x': 842, 'y': 693, 'width': 52, 'height': 26}]","[{'x': 842, 'y': 693, 'width': 52, 'height': 26}]",60754010,1,False,True
12507,1,60754,8942,526,1-8942,[],[],60754010,0,False,True
